id,formal,url_pc,address,tel,post,geocode,libkey,libid,systemid,city,created_at,updated_at
3251,常陸太田市立図書館水府分室,https://www.city.hitachiota.ibaraki.jp/page/dir008714.html,茨城県常陸太田市町田町163-1,0294-85-0142,313-0213,"140.481254,36.624269",水府分室,101505,,常陸太田市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:30 UTC
3252,常陸太田市立図書館里美分室,https://www.city.hitachiota.ibaraki.jp/page/dir008714.html,茨城県常陸太田市折橋町623 里美文化センター内,0294-82-2204,311-0506,"140.498794,36.716103",里美分室,101506,,常陸太田市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:30 UTC
3253,常陸太田市立図書館金砂郷分室,https://www.city.hitachiota.ibaraki.jp/page/dir008714.html,茨城県常陸太田市高柿町272,0294-76-2221,313-0113,"140.4617381,36.5536287",金砂郷分室,101507,,常陸太田市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:30 UTC
3254,鉾田市大洋文庫,https://www.lib-hokota.jp/index.html,茨城県鉾田市汲上2601 大洋公民館内,0291-39-3305,311-2103,"140.5731134,36.1035636",大洋文庫,101508,,鉾田市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:31 UTC
3255,鉾田市旭文庫,https://www.lib-hokota.jp/index.html,茨城県鉾田市造谷1141-3 旭公民館内,0291-37-1118,311-1415,"140.5118677,36.2378456",旭文庫,101509,,鉾田市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:31 UTC
3256,鉾田市立図書館,https://www.lib-hokota.jp/index.html,茨城県鉾田市鉾田1444-1,0291-33-2020,311-1592,"140.515999,36.159420",鉾田市立図書館,101510,,鉾田市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:31 UTC
3257,稲敷市新利根公民館図書室,http://www.city.inashiki.lg.jp/page/page004798.html,茨城県稲敷市伊佐津3239番地1,029-892-2000,300-1411,"140.2931325,35.9139973",新利根公民館,101512,,稲敷市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:31 UTC
3258,稲敷市桜川公民館図書室,https://www.city.inashiki.lg.jp/page/page006883.html,茨城県稲敷市須賀津208番地,029-892-2000 (内線4100),300-0692,"140.409553,35.967454",桜川公民館,101513,,稲敷市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:31 UTC
3259,稲敷市江戸崎公民館図書室,http://www.city.inashiki.lg.jp/section.php?code=44,茨城県稲敷市江戸崎甲2148-2,029-892-0305,300-0504,"140.315735,35.960492",江戸崎中央公民館,101514,,稲敷市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:31 UTC
3260,稲敷市立図書館,http://www.city.inashiki.lg.jp/section.php?code=44,茨城県稲敷市八千石18-1,0299-79-3111,300-0736,"140.426718,35.933057",稲敷市立図書館,101511,,稲敷市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:31 UTC
3261,石岡市こども図書館「本の森」,https://lib.city.ishioka.lg.jp/kids_lib/page000402.html,茨城県石岡市府中2-3,0299-24-1507,315-0013,"140.272137,36.193128",こども図書館,125841,,石岡市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:31 UTC
3262,石岡市郷の本棚やさと図書館,https://lib.city.ishioka.lg.jp/yasato_lib/page000319.html,茨城県石岡市柿岡5680-1,0299-43-1507,315-0116,"140.1975286,36.2461754",やさと図書館,124396,,石岡市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:32 UTC
3263,石岡市立中央図書館,https://lib.city.ishioka.lg.jp/,茨城県石岡市若宮1-6-31,0299-24-1507,315-0017,"140.2716323,36.1933365",中央図書館,101516,,石岡市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:32 UTC
3264,石岡市城南地区公民館図書室,https://lib.city.ishioka.lg.jp/,茨城県石岡市三村7109番地,0299-26-3341,315-0048,"140.2939619,36.1525384",城南地区公民館図書室,101517,,石岡市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:32 UTC
3265,石岡市東地区公民館図書室,https://lib.city.ishioka.lg.jp/,茨城県石岡市東石岡4-6-24,0299-26-6503,315-0037,"140.2966244,36.1883904",東地区公民館図書室,101518,,石岡市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:32 UTC
3266,潮来市立中央公民館図書室,https://lib.itako.ed.jp/,茨城県潮来市日の出3-11,0299-66-0660,311-2423,"140.571421,35.936320",中央公民館,116806,,潮来市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:32 UTC
3267,潮来市立大生原公民館図書室,https://lib.itako.ed.jp/,茨城県潮来市大生1027-4,0299-67-5898,311-2402,"140.5575996,35.9981325",大生原公民館,116877,,潮来市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:32 UTC
3268,潮来市立延方公民館図書室,https://lib.itako.ed.jp/,茨城県潮来市新宮1942-1,0299-66-6011,311-2406,"140.5856854,35.957739",延方公民館,116874,,潮来市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:32 UTC
3269,潮来市立津知公民館図書室,https://lib.itako.ed.jp/,茨城県潮来市辻794-1,0299-62-4755,311-2421,"140.557061,35.950689",津知公民館,116876,,潮来市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:32 UTC
3270,潮来市立潮来公民館図書室,https://lib.itako.ed.jp/,茨城県潮来市潮来456-1,0299-62-3522,311-2424,"140.5466341,35.94034",潮来公民館,116807,,潮来市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:33 UTC
3271,潮来市立図書館,https://lib.itako.ed.jp/index.html,茨城県潮来市牛堀289,0299-80-3311,311-2436,"140.5156737,35.9591284",潮来市立図書館,101519,,潮来市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:33 UTC
3272,常総市立図書館,https://www.josolib.jp/,茨城県常総市水海道天満町1606,0297-23-5556,303-0034,"139.9875513,36.0169886",常総市立図書館,101520,,常総市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:33 UTC
3273,神栖市立うずも図書館,https://www.kamisu-tosho.jp/index.html,茨城県神栖市知手中央7-1-6,0299-90-5302,314-0112,"140.7050765,35.8737359",うずも図書館新着資料,101521,,神栖市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:33 UTC
3274,神栖市はさき生涯学習センター図書室,https://www.kamisu-tosho.jp/index.html,茨城県神栖市波崎9591,0479-44-0001,314-0408,"140.8300649,35.7518828",はさき生涯学習センター図書室,101522,,神栖市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:33 UTC
3275,神栖市矢田部公民館図書室,https://www.kamisu-tosho.jp/index.html,茨城県神栖市土合本町3-9809-15,0479-48-3311,314-0343,"140.7767367,35.7939217",矢田部公民館図書室,101525,,神栖市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:33 UTC
3276,神栖市立中央図書館,https://www.kamisu-tosho.jp/index.html,茨城県神栖市大野原4-8-1,0299-92-3746,314-0144,"140.6366268,35.8976255",神栖市立中央図書館,101523,,神栖市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:33 UTC
3277,神栖市若松公民館図書室,https://www.kamisu-tosho.jp/index.html,茨城県神栖市砂山15,0479-46-1115,314-0255,"140.73898,35.8392356",若松公民館図書室,101526,,神栖市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:33 UTC
3278,笠間市立友部図書館,https://www.city.kasama.lg.jp/page/page000496.html,茨城県笠間市平町2084,0296-78-1200,309-1722,"140.3043015,36.3426253",友部図書館,101586,,笠間市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:33 UTC
3279,笠間市立岩間図書館,https://www.city.kasama.lg.jp/page/page000496.html,茨城県笠間市下郷5140,0299-45-2082,319-0294,"140.292695,36.301236",岩間図書館,101528,,笠間市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:34 UTC
3280,笠間市立笠間図書館,https://www.city.kasama.lg.jp/page/page000496.html,茨城県笠間市石井2023-1,0296-72-5046,309-1613,"140.2473335,36.386424",笠間図書館,101527,,笠間市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:34 UTC
3281,鹿嶋市立中央図書館,http://opac.city.kashima.ibaraki.jp/,茨城県鹿嶋市宮中2398-1,0299-83-2510,314-0031,"140.640036,35.975444",中央図書館,101529,,鹿嶋市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:34 UTC
3282,鹿嶋市立中央図書館大野分館,http://opac.city.kashima.ibaraki.jp/,茨城県鹿嶋市大字津賀1919-1,0299-69-1114,311-2205,"140.5987149,36.0501797",大野分館,101530,,鹿嶋市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:34 UTC
3283,かすみがうら市立図書館千代田分館,http://edu.city.kasumigaura.ibaraki.jp/toshokan/,茨城県かすみがうら市上佐谷991-5,0299-59-5252,315-0065,"140.2257848,36.1632026",千代田分館,101531,,かすみがうら市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:34 UTC
3284,かすみがうら市立図書館,http://edu.city.kasumigaura.ibaraki.jp/toshokan/,茨城県かすみがうら市深谷3719-1,029-897-0647,300-0134,"140.3127379,36.0869126",本館,101532,,かすみがうら市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:34 UTC
3285,河内町中央公民館図書室,http://www.town.ibaraki-kawachi.lg.jp/page/page001032.html,茨城県稲敷郡河内町長竿3689-1,0297-84-2843 [中央公民館],300-1312,"140.285651,35.883207",図書室,124438,,稲敷郡河内町,2025-03-06 04:55:53 UTC,2025-03-07 13:57:34 UTC
3286,北茨城市立図書館,http://lib.city.kitaibaraki.lg.jp/,茨城県北茨城市磯原町本町1-4-2,0293-42-1451,319-1542,"140.7459186,36.7880485",本館,101533,,北茨城市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:34 UTC
3287,古河市つつみ公民館図書室,https://www.city.ibaraki-koga.lg.jp/lifetop/soshiki/tosyo/index.html,茨城県古河市小堤1766,0280-98-5530,306-0231,"139.7660581,36.2031612",つつみ館,101534,,古河市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:34 UTC
3288,古河市生涯学習センター総和図書室「とねミドリ館」,https://www.city.ibaraki-koga.lg.jp/lifetop/soshiki/tosyo/index.html,茨城県古河市前林1953-1,0280-92-4000,306-0216,"139.7392479,36.1525109",とねミドリ,101535,,古河市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:34 UTC
3289,古河市中田公民館図書室,https://www.city.ibaraki-koga.lg.jp/lifetop/soshiki/tosyo/index.html,茨城県古河市中田新田135-1,0280-48-1852,306-0054,"139.7136166,36.1551293",なかだ公民,101540,,古河市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:35 UTC
3290,古河市ユーセンター総和図書室,https://www.city.ibaraki-koga.lg.jp/lifetop/soshiki/tosyo/index.html,茨城県古河市上辺見2369,0280-31-3211,306-0234,"139.730140,36.186895",ユーセンタ,101536,,古河市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:35 UTC
3291,古河市三和図書館「燦SUN館」,https://www.city.ibaraki-koga.lg.jp/lifetop/soshiki/tosyo/index.html,茨城県古河市仁連2042-1,0280-75-1511,306-0125,"139.820444,36.184525",三和図書館,101537,,古河市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:35 UTC
3292,古河市中央公民館図書室,https://www.city.ibaraki-koga.lg.jp/lifetop/soshiki/tosyo/index.html,茨城県古河市下大野2248,0280-92-4501,306-0204,"139.7553709,36.1782278",中央公民館,101539,,古河市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:35 UTC
3293,古河市古河図書館,https://www.city.ibaraki-koga.lg.jp/lifetop/soshiki/tosyo/index.html,茨城県古河市東3-7-19,0280-32-5299,306-0011,"139.7144647,36.1973828",古河図書館,101541,,古河市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:35 UTC
3294,美浦村中央公民館図書室,https://www.vill.miho.lg.jp/page/dir000690.html,茨城県稲敷郡美浦村受領1460-1,029-885-8442,300-0424,"140.3030918,36.0041176",図書室,101543,,稲敷郡美浦村,2025-03-06 04:55:53 UTC,2025-03-07 13:57:35 UTC
3295,水戸市立中央図書館,https://www.library-mito.jp/,茨城県水戸市大町3-3-20,029-226-3951,310-0062,"140.468731,36.380103",中央図書館,101544,,水戸市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:35 UTC
3296,水戸市立内原図書館,https://www.library-mito.jp/,茨城県水戸市内原町1497-16,029-291-6451,319-0315,"140.358612,36.360021",内原図書館,101545,,水戸市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:36 UTC
3297,水戸市立常澄図書館,https://www.library-mito.jp/,茨城県水戸市大串町2134,029-269-1751,311-1115,"140.5437293,36.3365274",常澄図書館,101546,,水戸市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:36 UTC
3298,水戸市立東部図書館,https://www.library-mito.jp/,茨城県水戸市元吉田町1973-27,029-248-4051,310-0836,"140.4790406,36.3453858",東部図書館,101547,,水戸市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:36 UTC
3299,水戸市立西部図書館,https://www.library-mito.jp/,茨城県水戸市堀町2311-1,029-255-5651,310-0903,"140.4199026,36.3956232",西部図書館,101548,,水戸市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:36 UTC
3300,水戸市立見和図書館,https://www.library-mito.jp/,茨城県水戸市見和2-500-2,029-350-2051,310-0911,"140.4318215,36.3775397",見和図書館,101549,,水戸市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:36 UTC
3301,水戸市立中央図書館配本車,https://www.library-mito.jp/,茨城県水戸市大町3-3-20,029-226-3951,310-0062,"140.4689352,36.3799736",配本車,101550,,水戸市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:36 UTC
3302,守谷市中央公民館図書室,https://www.city.moriya.ibaraki.jp/tanoshimu/library/index.html,茨城県守谷市百合ケ丘二丁目2540番地の1,0297-48-6731,302-0110,"139.9860012,35.9512599",中央公民館,104854,,守谷市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:37 UTC
3303,守谷市北守谷公民館図書室,https://www.city.moriya.ibaraki.jp/tanoshimu/library/index.html,茨城県守谷市板戸井1977番地2,0297-47-0111,302-0101,"139.955657,35.973579",北守谷公民,104853,,守谷市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:37 UTC
3304,守谷中央図書館,https://www.city.moriya.ibaraki.jp/tanoshimu/library/index.html,茨城県守谷市大柏937番地の2,0297-45-1000,302-0116,"139.9745108,35.951129",図書館,104852,,守谷市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:37 UTC
3305,守谷市郷州公民館図書室,https://www.city.moriya.ibaraki.jp/tanoshimu/library/index.html,茨城県守谷市みずき野五丁目3番地3,0297-46-0310,302-0121,"140.0129129,35.9354015",郷州公民館,104856,,守谷市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:37 UTC
3306,守谷市高野公民館図書室,https://www.city.moriya.ibaraki.jp/tanoshimu/library/index.html,茨城県守谷市高野935番地,0297-45-5411,302-0125,"139.992598,35.935758",高野公民館,104855,,守谷市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:37 UTC
3307,那珂市立図書館,https://www.nakacity.library.ne.jp/,茨城県那珂市菅谷2995番地1,029-352-1177,311-0105,"140.4963448,36.450381",那珂市立図書館,110890,,那珂市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:37 UTC
3308,行方市北浦公民館図書室,https://www.city.namegata.ibaraki.jp/page/dir012507.html,茨城県行方市山田2175,0291-35-3777,311-1704,"140.533318,36.083723",北浦図書室,101556,,行方市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:38 UTC
3309,行方市立図書館,https://www.city.namegata.ibaraki.jp/page/dir011545.html,茨城県行方市玉造乙1175,0299-55-1495,311-3511,"140.4142675,36.1081823",市立図書館,101557,,行方市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:38 UTC
3310,行方市麻生公民館図書室,https://www.city.namegata.ibaraki.jp/page/dir012505.html,茨城県行方市麻生1221,0299-72-1573,311-3832,"140.487709,35.9867715",麻生図書室,111981,,行方市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:38 UTC
3311,大洗町中央公民館図書室,https://www.lib-oarai.jp/,茨城県東茨城郡大洗町磯浜町6881−88,029-267-0230,311-1301,"140.5749602,36.312477",大洗町中央公民館図書室,124614,,東茨城郡大洗町,2025-03-06 04:55:53 UTC,2025-03-07 13:57:38 UTC
3312,小美玉市小川図書館,http://lib.city.omitama.lg.jp/,茨城県小美玉市小川1664−2,0299-58-5828,311-3423,"140.3585669,36.1725621",小川図書館,101558,,小美玉市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:38 UTC
3313,小美玉市玉里図書館,http://lib.city.omitama.lg.jp/,茨城県小美玉市高崎291−3 生涯学習センター「コスモス」内,0299-26-9111,311-3433,"140.331490,36.154812",玉里図書館,101559,,小美玉市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:38 UTC
3314,小美玉市美野里公民館図書室,http://lib.city.omitama.lg.jp/,茨城県小美玉市堅倉835,0299-48-1110,319-0106,"140.3525894,36.2392835",美野里公民館,101560,,小美玉市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:38 UTC
3315,小美玉市羽鳥ふれあいセンター図書室,http://lib.city.omitama.lg.jp/,茨城県小美玉市羽鳥2663−70,0299-46-4748,319-0123,"140.286571,36.2477445",羽鳥ふれあい,101561,,小美玉市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:38 UTC
3316,茨城県立図書館,https://www.lib.pref.ibaraki.jp/,茨城県水戸市三の丸1-5-38,029-221-5569,310-0011,"140.4751877,36.3753324",県立図書館,101562,,水戸市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:38 UTC
3317,龍ケ崎市立中央図書館,http://tosyo.city.ryugasaki.ibaraki.jp/,茨城県龍ケ崎市馴馬町2630,0297-64-2202,301-0004,"140.1785729,35.9147908",中央図書館,101563,,龍ヶ崎市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:38 UTC
3318,龍ケ崎市久保台コミュニティセンター図書室,http://tosyo.city.ryugasaki.ibaraki.jp/,茨城県龍ケ崎市久保台4-1-12,0297-65-4788,301-0001,"140.1789634,35.9350389",久保台コミ,101564,,龍ヶ崎市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:39 UTC
3319,龍ケ崎市八原コミュニティセンター図書室,http://tosyo.city.ryugasaki.ibaraki.jp/,茨城県龍ケ崎市川原代町1665,0297-64-8246,301-0005,"140.1551334,35.9144101",八原コミ,101565,,龍ヶ崎市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:39 UTC
3320,龍ケ崎市北文間コミュニティセンター図書室,http://tosyo.city.ryugasaki.ibaraki.jp/,茨城県龍ケ崎市長沖町813,0297-64-8249,301-0015,"140.1580981,35.8919489",北文間コミ,101566,,龍ヶ崎市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:39 UTC
3321,龍ケ崎市立図書館北竜台分館「たつのこ図書館」,https://tosyo.city.ryugasaki.ibaraki.jp/bunkan/bunkan.html,茨城県龍ケ崎市小柴5丁目1番2 サプラスクエア・サプラ2階,0297-86-8585,301-0044,"140.1602442,35.9329321",北竜台分館,124163,,龍ヶ崎市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:39 UTC
3322,龍ケ崎市城ノ内コミュニティセンター図書室,http://tosyo.city.ryugasaki.ibaraki.jp/,茨城県龍ケ崎市白羽1-5-2,0297-62-3222,301-0841,"140.216549,35.922904",城ノ内コミ,101567,,龍ヶ崎市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:39 UTC
3323,龍ケ崎市大宮コミュニティセンター図書室,http://tosyo.city.ryugasaki.ibaraki.jp/,茨城県龍ケ崎市大徳町4901,0297-64-8149,301-0816,"140.2047603,35.8932693",大宮コミ,101568,,龍ヶ崎市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:39 UTC
3324,龍ケ崎市川原代コミュニティセンター図書室,http://tosyo.city.ryugasaki.ibaraki.jp/,茨城県龍ケ崎市川原代町1665,0297-66-7263,301-0005,"140.1551334,35.9144101",川原代コミ,101569,,龍ヶ崎市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:39 UTC
3325,龍ケ崎市松葉コミュニティセンター図書室,http://tosyo.city.ryugasaki.ibaraki.jp/,茨城県龍ケ崎市松葉5-1,0297-66-7307,301-0043,"140.157021,35.937174",松葉コミ,101570,,龍ヶ崎市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:40 UTC
3326,龍ケ崎市龍ケ崎西コミュニティセンター図書室,http://tosyo.city.ryugasaki.ibaraki.jp/,茨城県龍ケ崎市六斗蒔8897-1,0297-64-0624,301-0000,"140.180718,35.900694",西コミ,101571,,龍ヶ崎市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:40 UTC
3327,龍ケ崎市長山コミュニティセンター図書室,http://tosyo.city.ryugasaki.ibaraki.jp/,茨城県龍ケ崎市長山3-13-1,0297-66-7285,301-0042,"140.1579485,35.9456428",長山コミ,101572,,龍ヶ崎市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:40 UTC
3328,龍ケ崎市長戸コミュニティセンター図書室,http://tosyo.city.ryugasaki.ibaraki.jp/,茨城県龍ケ崎市高作町162-9,0297-64-8193,301-0802,"140.2391195,35.9254688",長戸コミ,101573,,龍ヶ崎市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:40 UTC
3329,龍ケ崎市馴柴コミュニティセンター図書室,http://tosyo.city.ryugasaki.ibaraki.jp/,茨城県龍ケ崎市馴柴町21-1,0297-66-7214,301-0007,"140.1470723,35.9289333",馴柴コミ,101575,,龍ヶ崎市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:40 UTC
3330,龍ケ崎市馴馬台コミュニティセンター図書室,http://tosyo.city.ryugasaki.ibaraki.jp/,茨城県龍ケ崎市平台5-12-3,0297-65-4040,301-0003,"140.1681484,35.9225121",馴馬台コミ,101574,,龍ヶ崎市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:40 UTC
3331,桜川市立図書館,https://www.sakurasu-sakuragawa.jp/library.html,茨城県桜川市東桜川一丁目21-1,0296-71-7707,309-1214,"140.1119519,36.3632009",桜川市立図書館,125917,,桜川市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:40 UTC
3332,桜川市真壁図書館,http://www.city.sakuragawa.lg.jp/page/page001882.html,茨城県桜川市真壁町真壁198 真壁伝承館内,0296-23-8525,300-4408,"140.100909,36.277311",真壁伝承館,110752,,桜川市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:40 UTC
3333,下妻市立図書館,http://www.city.shimotsuma.lg.jp/page/dir002324.html,茨城県下妻市砂沼新田35-1,0296-43-8811,304-0055,"139.9538536,36.1812834",図書館,101576,,下妻市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:40 UTC
3334,コミュニティセンター城里図書室,http://www.town.shirosato.lg.jp/page/dir001602.html,茨城県東茨城郡城里町大字石塚1428-1,029-288-6100,311-4303,"140.375433,36.479713",コミセン城里,118323,,東茨城郡城里町,2025-03-06 04:55:53 UTC,2025-03-07 13:57:41 UTC
3335,城里町立桂図書館,https://www.lics-saas.nexs-service.jp/shirosato/,茨城県東茨城郡城里町阿波山173-2,029-289-4946,311-4344,"140.368724,36.515295",桂図書館,101577,,東茨城郡城里町,2025-03-06 04:55:53 UTC,2025-03-07 13:57:41 UTC
3336,高萩市立図書館,https://www.lib-takahagi.jp/,茨城県高萩市高萩8-1,0293-23-7174,318-0034,"140.708002,36.711816",高萩市立図書館,101578,,高萩市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:41 UTC
3337,東海村中丸コミュニティセンター図書室,http://www.tosyo.vill.tokai.ibaraki.jp/,茨城県那珂郡東海村須和間345,029-287-2128,319-1114,"140.5659019,36.4490628",中丸,101579,,那珂郡東海村,2025-03-06 04:55:53 UTC,2025-03-07 13:57:41 UTC
3338,東海村立図書館,http://www.tosyo.vill.tokai.ibaraki.jp/,茨城県那珂郡東海村船場768,029-282-3435,319-1115,"140.5620853,36.458956",図書館,101580,,那珂郡東海村,2025-03-06 04:55:53 UTC,2025-03-07 13:57:41 UTC
3339,東海村村松コミュニティセンター図書室,http://www.tosyo.vill.tokai.ibaraki.jp/,茨城県那珂郡東海村村松3370,029-282-9944,319-1112,"140.594327,36.444700",村松,101581,,那珂郡東海村,2025-03-06 04:55:53 UTC,2025-03-07 13:57:41 UTC
3340,東海村白方コミュニティセンター図書室,http://www.tosyo.vill.tokai.ibaraki.jp/,茨城県那珂郡東海村白方641,029-287-3534,319-1106,"140.591732,36.470898",白方,101582,,那珂郡東海村,2025-03-06 04:55:53 UTC,2025-03-07 13:57:41 UTC
3341,東海村真崎コミュニティセンター図書室,http://www.tosyo.vill.tokai.ibaraki.jp/,茨城県那珂郡東海村村松833,029-283-4477,319-1112,"140.5875335,36.4592983",真崎,101583,,那珂郡東海村,2025-03-06 04:55:53 UTC,2025-03-07 13:57:41 UTC
3342,東海村石神コミュニティセンター図書室,http://www.tosyo.vill.tokai.ibaraki.jp/,茨城県那珂郡東海村石神内宿1609,029-283-2868,319-1102,"140.5733118,36.4810095",石神,101584,,那珂郡東海村,2025-03-06 04:55:53 UTC,2025-03-07 13:57:41 UTC
3343,東海村舟石川コミュニティセンター図書室,http://www.tosyo.vill.tokai.ibaraki.jp/,茨城県那珂郡東海村舟石川158,029-283-1951,319-1111,"140.5524912,36.4689045",舟石川,101585,,那珂郡東海村,2025-03-06 04:55:53 UTC,2025-03-07 13:57:42 UTC
3344,利根町図書館,http://www.town.tone.ibaraki.jp/page/page000009.html,茨城県北相馬郡利根町下曽根278-1 ,0297-68-8868,300-1632,"140.147072,35.872381",利根町図書館,101587,,北相馬郡利根町,2025-03-06 04:55:53 UTC,2025-03-07 13:57:42 UTC
3345,取手市ゆうあいプラザ図書室,http://www.toride-toshokan.jp/,茨城県取手市白山5-1-1,0297-73-5671,302-0023,"140.0602538,35.9051538",ゆうあいプラザ,101588,,取手市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:42 UTC
3346,取手市立取手図書館,http://www.toride-toshokan.jp/,茨城県取手市取手1-12-16,0297-74-8361,302-0004,"140.0659096,35.8898866",取手図書館,101589,,取手市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:42 UTC
3347,取手市寺原公民館図書室,http://www.toride-toshokan.jp/,茨城県取手市本郷1-32-1,0297-73-1851,302-0022,"140.060848,35.9121197",寺原公民館,101590,,取手市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:42 UTC
3348,取手市小文間公民館図書室,http://www.toride-toshokan.jp/,茨城県取手市小文間4240,0297-74-7035,302-0001,"140.1085695,35.8856323",小文間公民館,101591,,取手市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:42 UTC
3349,取手市立ふじしろ図書館「常陽建設ふじしろ図書館」,http://www.toride-toshokan.jp/,茨城県取手市藤代415,0297-70-8181,300-1512,"140.1125485,35.9249419",常陽建設ふじしろ図書,101594,,取手市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:42 UTC
3350,取手市戸頭公民館図書室,http://www.toride-toshokan.jp/,茨城県取手市戸頭6-30-1,0297-78-3090,302-0034,"140.0126551,35.926819",戸頭図書室,101592,,取手市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:42 UTC
3351,取手市永山公民館図書室,http://www.toride-toshokan.jp/,茨城県取手市下高井2256,0297-78-0383,302-0038,"140.0323113,35.9260697",永山公民館,101593,,取手市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:43 UTC
3352,土浦市立図書館三中地区分館,https://www.t-lib.jp/facility/,茨城県土浦市中村南4-8-14 三中地区公民館内,029-843-8434,300-0843,"140.1607232,36.0400479",三中分館,101595,,土浦市,2025-03-06 04:55:53 UTC,2025-03-07 13:57:43 UTC
