Title,Author
アイスランド : 地球の鼓動が聞こえる…ヒーリングアイランドへ,"ダイヤモンドビッグ社,「地球の歩き方」編集室 著"
アイスランド : 地球の鼓動が聞こえる…ヒーリングアイランドへ,"ダイヤモンドビッグ社,「地球の歩き方」編集室 著"
アイスランド☆TRIP : 神秘の絶景に会いに行く!,"てらい, まき,てらいまき 著"
アイスランドにおけるソビエトの地球力学的調査,"ベロウソフ ヴェ・ヴェ,BELOSSOV V.V.,細田 恭代,西尾 寿子,ベロウソフ ヴェ・ヴェ,細田 恭代,西尾 寿子"
"アイスランドにおけるソビエトの地球力学的調査(Vestnik,A.N.USSR.7,1975)","V.V. Beloussov,細田 恭代,西尾 寿子,V.V. Beloussov 著,細田 恭代 訳,西尾 寿子 訳"
愛する地球の上で,""
愛する地球 (テラ) に : 女神は夜明けに舞い降りる,"羽倉, 玖美子,羽倉玖美子 著"
愛する人へ。 40周年記念ベストアルバム,杉田二郎
会津坂下町森北1号古墳の有機地球化学的手法による解析,"山本 修一,山本 修一"
会津八一全集,"会津, 八一, 1881-1956"
アイソスタシーを理解するための仮想地球アプリケーションの開発,"澤口 隆,澤口 隆"
アイソスタシーと地球の形態,椙山 正英
アイソスタシーと地球のレオロジー,井田喜明
アイソスタシーを理解するための仮想地球アプリケーションの開発,"澤口, 隆,澤口, 隆"
アイソトープ地球化学,"A. P. Vinogradov,小西善治"
アイソトープ地球化学,"Vinogradov A.P,Vinogradov A.P"
アイソトープと地球化学,"田中 剛,田中 剛"
アイソトポマーから地球環境を探る(レーダー),豊田 栄
アイソトポマー自然存在比の計測による地球表層物質循環の研究,"吉田, 尚弘,YOSHIDA, NAOHIRO,吉田, 尚弘,YOSHIDA, NAOHIRO"
アイソトポマー自然存在比の計測による地球表層物質循環の研究,吉田 尚弘
アイソトポマーで見る地球温暖化ガスのサイクル,"吉田, 尚弘,YOSHIDA, NAOHIRO,吉田, 尚弘,YOSHIDA, NAOHIRO"
アイソトポマー(同位体分子種)計測による地球温暖化ガスのサイクルの解明,白井 知子
アイソトポマー(同位体分子種)による地球温暖化ガスのサイクルの解析(新世紀の化学 2),"吉田 尚弘,YOSHIDA Naohiro,吉田 尚弘"
アイソトポマー（同位体分子種）による地球温暖化ガスのサイクルの解析,"吉田, 尚弘,YOSHIDA, NAOHIRO,吉田, 尚弘,YOSHIDA, NAOHIRO"
アイソン彗星観測ノート,"県, 秀彦, 1961-,中西, 昭雄,縣秀彦 監修,中西昭雄 編著"
あいだじゅう,RAM WIRE
あいちアジェンダ21 : 21世紀にむけて地域と地球の環境を守る21の行動,愛知県
あいちアジェンダ21　：　21世紀にむけて地域と地球の環境を守る21の行動,"愛知県環境部,愛知県環境部公害対策課／[編]"
あいちエコプラン2010 : 愛知県地球温暖化対策地域推進計画,""
あいち エコ プラン 21 : 愛知県 地球 温暖化 対策 推進 計画,"愛知県, 環境部, 大気, 保全課,愛知県環境部大気保全課"
あいち エコ プラン 21 : 愛知県 地球 温暖化 対策 推進 計画 概要版,"愛知県, 環境部, 大気, 保全課,愛知県環境部大気保全課"
愛知 : 大人のための「愛・地球博」案内/今いちばん元気な土地・愛知を見る&食べる&泊まる,""
愛知環状鉄道旅客輸送の記録　：　2005.3.25-9.25　：　日本国際博覧会「愛・地球博」　：　世界中の笑顔を乗せて,"愛知環状鉄道株式会社,愛知環状鉄道／編集"
「愛・地球賞」地球環境技術100件に授与,カガクギジュツドウコウセンター
「愛・地球賞」の推薦について（依頼）,"農林水産部-畜産課,農林水産部-畜産課"
「愛・地球賞」の推薦について,"土木部-政策推進グループ,土木部-政策推進グループ"
「愛・地球賞」の推薦について,"土木部-政策推進グループ,土木部-政策推進グループ"
愛 地球博,""
愛・地球博,"山田 俊郎,坂口 正道,北村 喜文"
愛 地球博「愛 MATE」IT実証実験,""
愛・地球博「稲沢市の日」における名古屋文理大学の出展記録,"伊藤 道治,鈴木 敏則,滝川 桂子,須藤 裕之,宮澤 節子,三浦 英雄,滝川 和郎,石井 貴子,鈴木 豊子,森 みどり,猪飼 弘子,坂井 絵美,中村 美保,小田 奈穂,加藤 友美,山口 博子,中尾 理恵,鬼頭 智子,北條 由佳,河合 佑衣子,長谷川 聡,小橋 一秀,長谷川 旭,大水 昌志,小田原 未沙,鈴木 崇嗣,蜂須賀 優太,浜島 衣里,山下 珠里,鈴木 伸幸,高橋 優,平林 泰,三宅 絵梨,山田 剛史,鈴木 港祐,外山 卓,井上 博之,和田 拓也,平岩 冬樹,澵井 謙太郎,伊藤 道治,鈴木 敏則,滝川 桂子,須藤 裕之,宮澤 節子,三浦 英雄,滝川 和郎,石井 貴子,鈴木 豊子,森 みどり,猪飼 弘子,坂井 絵美,中村 美保,小田 奈穂,加藤 友美,山口 博子,中尾 理恵,鬼頭 智子,北條 由佳,河合 佑衣子,長谷川 聡,小橋 一秀,長谷川 旭,大水 昌志,小田原 未沙,鈴木 崇嗣,蜂須賀 優太,浜島 衣里,山下 珠里,鈴木 伸幸,高橋 優,平林 泰,三宅 絵梨,山田 剛史,鈴木 港祐,外山 卓,井上 博之,和田 拓也,平岩 冬樹,澵井 謙太郎"
愛・地球博オオタカとの共存をめざして,""
愛・地球博回顧録 : 2005年日本国際博覧会,中村利雄 著
愛・地球博回顧録 : 2005年日本国際博覧会,中村利雄
愛・地球博会場周辺及び海上の森における二酸化窒素測定,"佐宗 康浩,平賀 伸夫"
～愛・地球博開幕～　厳かに華やかに開会式挙行,""
愛・地球博環境アセスメントの歩みと成果 : 2005年日本国際博覧会環境影響評価の総括,""
"""愛・地球博""が残したもの : バイオマス・プラスチックの本格普及へ向けて(プロジェクト・バイオ)","大島,一史"
愛・地球博記念公園におけるナラ類萎凋病被害対策にかかる管理費用の検討,"大藪 崇司,尾関 由衣,堀川 真弘,澤田 佳宏,山本 聡,藤原 道郎"
愛・地球博催事実施記録集,""
愛・地球博　ささしまサテライト会場　「Ｄｅ　Ｌａ　Ｆａｎｔａｓｉａ」はここがすごい！,""
愛・地球博　世界からの出展参加・国際機関含め一〇二件　胸撫で下ろす関係者　量の確保の次は　「質・中身」をどうするかが問題　国民の自治体・民間企業グル―プも次々と名乗り　その中身,""
愛地球博での Aimulet GH+,""
愛・地球博で思ったこと,沼田 典之
愛・地球博と愛知県における環境配慮への取組み,"栗本 浩,河村 明彦"
愛 地球博 特集,日経
「愛・地球博」とセラミックス,不二門 義仁
愛・地球博と電気設備,金杉 裕之
「愛・地球博」　トヨタグループ館　テーマ　“モビリティの夢・楽しさ・感動”　地球と共生する　地球規模で移動する　モビリティの魅力を紹介,""
「愛・地球博」における自転車アクセス環境の整備と利用実態,"福本 充,大脇 鉄也,大城 温"
愛 地球博における大規模アドホックネットワーク実証実験の検証,伊藤
"アイリスオーヤマ株式会社 代表取締役会長 大山健太郎氏 : 経営理念は「いかなる時代環境に於いても利益を出せる仕組みを確立すること」,発想は「ユーザーイン」,手段は「メーカーベンダー」,コアコンピタンスは「環境対応力」","大山 健太郎,大山 健太郎"
「アジア人」はいかにしてクラシック音楽家になったのか? : 人種・ジェンダー・文化資本,"吉原, 真里, 1968-,吉原真里 著"
アメリカ合衆国における社会科、ひいては総合的な学習に関する観察,"山田, 美江子,山田, 美江子"
"インタビュー 出版をめぐる動き,ひいては出版社の未来について--国際出版連合会長に聞く","Spruijt Herman P,荒川 紀子,Spruijt Herman P,荒川 紀子 訳"
エジプト岐路に立つ大国 : ナセルからアラブ革命まで,"Osman, Tarek,久保, 儀明, 1944-,ターレク・オスマーン 著,久保儀明 訳"
江戸女人の碑文,"柴田, 光彦, 1931-,柴田光彦 著"
オリンピック、そして国と国民との共生、ひいてはグローバリズム,"服部 由季夫,服部 由季夫"
株式会社大津屋 代表取締役社長 小川明彦氏 : 追い求めるのは「ダイニングコンビニ」 : 地元福井で豊かな食文化を提案し創造性豊かな人材を育てる,"小川 明彦,小川 明彦"
"株式会社関家具 代表取締役社長 関文彦氏 常に変化に対応し,社員の発想を生かした事業展開で,創業以来黒字を継続","関 文彦,関 文彦"
株式会社学研ホールディングス 代表取締役社長 宮原博昭氏 教育・医療福祉のリーディングカンパニーをめざす,"宮原 博昭,宮原 博昭"
"株式会社シャトレーゼホールディングス 代表取締役会長 齊藤寛氏 : お客様のため,お取引先のため,従業員のための「三喜経営」が,お菓子の業界に流通革命をおこす","齊藤 寛,齊藤 寛"
株式会社能作 代表取締役社長 能作克治氏 チャレンジ精神で伝統工芸に轍(わだち)をつける,"能作 克治,能作 克治"
株式会社ヤイリギター 代表取締役社長 矢入賀光氏 : 高品質より我ら生きる道なし : 永久品質保証のアコースティツク・ギターを作る,"矢入 賀光,矢入 賀光"
ガリレオ : 望遠鏡が発見した宇宙,"伊藤, 和行, 1957-,伊藤和行 著"
協働コミュニティとしての理科の授業のありかたについて : 学校現場で生徒がいきいきと理科の授業に臨み、ひいては自然科学に興味関心をもつための組織的かつ協働的な実践研究,"山内, 康司,山内康司 [著]"
近代日本文学への射程 : その視角と基盤と,"祖父江, 昭二, 1927-2012,祖父江昭二 著"
近代ベンガルにおけるナショナリズムと聖性,"臼田, 雅之, 1944-,臼田雅之 著"
行訴判決・決定メモ 国鉄分割・民営化、JR発足時の不採用についての設立委員ひいてはJR各社の使用者性(JR不採用四事件最高裁判決)(平成15.12.22),""
健康と医療を考える(第1回)アイ・エム・エス・ジャパン会長 佐伯達之 製薬メーカーと医師との橋渡し役に徹して 医薬品にかかわる情報を提供することで、製薬会社のグローバル化、ひいては世界の健康づくりに貢献していきたい,"佐伯 達之,佐伯 達之"
工業高等専門学校の専門教科の在り方ひいては理工系高等教育の在り方ならびに教育の本質についての私見,"石川 忠夫,石川 忠夫"
"公務員関係判決紹介 交通費実費が発生しない官用車を用いた出張については日当支給の必要性はないとする愛媛労働局における取扱いは,公務の円滑な運営に資するとともに国費の適正な支出を図るという国家公務員等の旅費に関する法律の趣旨目的に照らして相当な内容であって,ひいては旅費法46条1項の文言及び趣旨にも合致し,厚生労働大臣の承認の下に行われているものと解することができるとされた事例 : その他 旅費等請求事件[松山地裁令和2.9.9]",""
国際自動車事件 東京高裁平成27年7月16日判決 : 歩合給の計算に当たり、別途支給される残業手当等相当額を控除する旨の賃金規則の規定が、労基法37条の趣旨に反し、ひいては公序良俗に反するとして、民法90条により無効とされた一審判決が維持された例,"三浦 正道,三浦 正道"
国際投資協定 : 仲裁による法的保護,"小寺, 彰, 1952-2014,小寺彰 編著"
凝集反應ヒイテハ沈降反應ノカラクリニツイテ,松本 稔
子どもにとって居心地のいいシートがひいては安全性にも優れる,""
この空の下で,""
"昏迷,ひいては緊張病症候群の概念を広げすぎてはいないか : 昏迷の原型である緊張病性昏迷とは擬死反射である","中安 信夫,中安 信夫"
最高裁判決速報 行政 1. JR各社の成立の時の職員の採用について専ら日本国有鉄道が組合差別をした場合におけるJR各社の設立委員ひいてはJR各社の労働組合法7条にいう使用者としての責任((1)事件) 2. 雇入れの拒否と労働組合法7条1号本文にいう不利益な取扱い((1)事件) 3. 労働組合の組合員に対する雇入れの拒否と労働組合法7条1号本文にいう不利益な取扱い及び同条3号の支配介入((2)事件)((1)事件 最一小判平成15.12.22 (2)事件 最一小判平成15.12.22),""
最新重要判例評釈(92)1.被告人がレバノンにおいて、政治亡命申請を却下され、ヨルダンに向け国外退去となり、ヨルダンにおいて入国拒否を告げられるまでの一連の経緯は、レバノンあるいはヨルダンの主権に基づいて行われた各処分の結果であるというほかなく、こうした手続の適否が日本における逮捕手続の適法性に影響を及ぼすものではないとされた事例 2.仮に、被告人を連行したのが日本の捜査官で、しかも、その態様が強制にわたるものであり、この時点で実質的に逮捕と同視すべき身柄拘束が開始されたとの前提に立ったとしても、その時点から起算して48時間以内に検察官送致の手続がなされていることは明らかであるから、公訴提起に影響を及ぼすほどの違法があったとまではいえないとされた事例 3.どのような方法によって犯罪人の身柄の引渡しを受けるかは、ある程度日本政府の政治的判断に委ねられるべき性質のものであって、その過程において、本件一連の被告人らの身柄拘束の経緯を見ても、看過し得ないほどの重大な違法があったとはいえず、ひいては、本件逮捕手続に、公訴提起を違法視すべきほどのものがあったとはいえないと評価すべきであるとされた事例 4.公訴棄却の主張が排斥された事例--東京地判平成14.1.15判時1782・162,"橋本 裕藏,橋本 裕藏"
"最新判例紹介 高等裁判所 1 被控訴人にとって,米国特許が法的に有効かつ権利行使可能であるとして維持されることが,本件独占販売契約締結の重要な前提であったとは認めることはできないとして,この点につき錯誤を認めた原判決が取り消された事例 2 米国における特許出願の運用に専門家として精通しているとは認められない控訴人Aが,実施例に関する虚偽記載が最終的に無効や権利行使不可能の事由を構成することを本件独占販売契約の締結までに認識理解していたとは,証拠上,認めることができず,同人に,米国特許商標庁の審査官や,ひいては被控訴人を欺罔する故意があったとは認めることはできないとして,控訴人Aによる詐欺行為を肯定した原判決が取り消された事例 3 契約書上の「最低引き取り数量」の条項は,投資家向けの色彩が強いうえ,同契約書と一体のものとして,契約解除には事実上合意を必要とする旨の確認書が差し入れられていることからして,上記条項に違反しても,直ちに債務不履行となり相手方に対する金銭賠償責任が生ずるようなものではないとされた事例[知財高判平21.12.9]",""
湿地の大研究 : 生きものたちがたくさん! : 役割から保全の取り組みまで,"遊磨, 正秀, 1954-,遊磨正秀 監修"
社会体験を通して生き方を学び、挑戦する心、社会性、ひいては豊かな心を育む『14歳の挑戦』,"新タ 雅彦,新タ 雅彦"
出版をめぐる動き，ひいては出版社の未来について　国際出版連合会長に聞く,"SPRUIJT Herman P.,SPRUIJT, Herman P.,ARAKAWA Interview and translation by Noriko,インタビューと翻訳：荒川 紀子,SPRUIJT, Herman P.,インタビューと翻訳：荒川 紀子"
食品ロス削減は働き方改革、ひいては生き方改革につながる,"井出 留美,井出 留美"
自分の父母について / どう見ているか？ / 佐田久善博さんの便り / 覚えたアコーデオンで / おしょろ舟をひいては / 三池を思い出しています,""
世界の見方の転換,"山本, 義隆, 1941-,山本義隆 [著]"
「大老」宇喜多秀家とその家臣団 : 続豊臣期の宇喜多氏と宇喜多秀家,"大西, 泰正,大西泰正 著"
たんぽぽ介護センター 代表取締役 筒井健一郎氏 : お年寄りの「ディズニーランド」を作る : スタッフもお客様も笑顔になるデイサービス,"筒井 健一郎,筒井 健一郎"
大学発 産業界行 シーズ(研究成果)探訪(vol.245)がん転移の危険性を見出す診断系ひいては新規治療の開発を目指して,"矢野 元,矢野 元"
知的財産権--審決取消訴訟 商標法4条1項7号に基づき、商標出願行為が、他人の標章の剽窃であって、不正の目的をもってされたものであるから、登録出願の経緯は著しく社会的妥当性を欠くものがあり、その商標登録を認めることは、商取引の秩序を乱し、ひいては国際信義に反するものであり、容認できないとして、同条項同号により登録無効とした審決が維持された事例(知財高裁平成18.1.26判決),"南 かおり,南 かおり"
"地方税法(昭和57年法律第10号による改正前のもの)603条の2第1項1号,地方税法施行令54条の47第1項2号によって特別土地保有税の納税義務の免除の認定をすべきであるとした認定判断につき法令の解釈適用の誤りひいては理由不備の違法があるとされた事例(最判昭和63.4.21)","石島 弘,石島 弘"
"帝國製薬株式会社 代表取締役社長 藤岡実佐子氏 人類を痛みから解放する,無冠のナンバーワン企業","藤岡 実佐子,藤岡 実佐子"
デューイの経験的自然主義と教育思想,"對馬, 登,對馬登 著"
東京湾諸島,"加藤, 庸二, 1950-,加藤庸二 著"
時の判例 1.JR各社の成立の時の職員の採用について専ら日本国有鉄道が組合差別をした場合におけるJR各社の設立委員ひいてはJR各社の労働組合法7条にいう使用者としての責任 2.雇入れの拒否と労働組合法7条1号本文にいう不利益な取扱い--最高裁平成15.12.22第一小法廷判決,"阪本 勝,阪本 勝"
流れ : 自然が創り出す美しいパターン,"Ball, Philip, 1962-,塩原, 通緒, 1966-,フィリップ・ボール 著,塩原通緒 訳"
「新潟東港ウルトラ港湾整備構想」が東京ひいては日本を救う : 識者座談会 : 東京直下地震に備えたバックアップ機能を新潟に,"佐藤 信秋,石﨑 徹,渡辺 徹,佐藤 信秋,石﨑 徹,渡辺 徹 他"
働き方改革のススメ(第13回)社員のモチベーションアップ、お客様満足度の向上、ひいては好業績につながった研修時間の確保 : 認定取得企業インタビュー(12)御堂筋税理士法人,""
"判示事項 相手方が,抗告人らに対し,相手方を未成年者(15歳)と面会交流させる義務を履行しなかったとして,間接強制の申立てをした事案について,間接強制をするためには債務者の意思のみによって債務を履行することができる場合であることが必要であるが,本件未成年者のような年齢の場合は子の協力が不可欠である上,本件未成年者は相手方との面会交流を拒否する意思を強固に形成しているところ,本件未成年者の精神的成熟度を考慮すれば,抗告人らにおいて本件未成年者らに面会交流を強いることは未成年者の判断能力ひいてはその人格を否定することになり,却って未成年者の福祉に反することから,本件債務は債務者らの意思のみによって履行することはできず履行不能であるなどとして,相手方の間接強制の申立てを却下した事例[大阪高裁平成29.4.28決定]",""
ひいては事務所の効率化のために ゼロから始める顧問先のIT化,"佐久間 裕幸,佐久間 裕幸"
フェアユースは経済を救う : デジタル覇権戦争に負けない著作権法,"城所, 岩生, 1941-,城所岩生 著"
フランスのワインと生産地ガイド : その土地の岩石・土壌・気候・日照、歴史とブドウの品種,"Pomerol, Charles,フランス地質学鉱山学研究所,鞠子, 正, 1930-,シャルル・ポムロール 監修,フランス地質学・鉱山学研究所 編集,鞠子正 訳"
"民事関係 平成15.12.22,1小判 1 JR各社の成立の時の職員の採用について専ら日本国有鉄道が組合差別をした場合におけるJR各社の設立委員ひいてはJR各社の労働組合法7条にいう使用者としての責任 2 雇入れの拒否と労働組合法7条1号本文にいう不利益な取扱い","阪本 勝,阪本 勝"
みんな、素敵な人だった(第17回)土居甫さんのこと、ひいては演出のことも,"福田 善之,福田 善之"
みんな、素敵な人だった(第25回)男が泣くこと、ひいてはミュージカルのことなど,"福田 善之,福田 善之"
"名物講師の「肝心要はここでしょ!」シリーズ(第9回)モノ乱れれば,ココロ乱れ,ひいては職も乱れる : 新たな広がりで経営に貢献する5S改善","植木 憲二,植木 憲二"
メガクリティック : ジャンルの闘争としての文学,"池田, 雄一, 1969-,池田雄一 著"
メンタル面への働きかけが社員を動かす ひいては会社の生産性・業績にも,""
焼畑(やきはた)の環境学 : いま焼畑とは,"原田, 信男, 1949-,鞍田, 崇, 1970-,佐藤, 洋一郎, 1952-,原田信男, 鞍田崇 編,佐藤洋一郎 監修"
世のため人のため、ひいては自分のための経営論 : ミッションコア企業のイノベーション,"磯辺, 剛彦, 1958-,磯辺剛彦 著"
リーダーシップ・スタイルが市場志向、ひいては事業成果に及ぼす影響,岩下 仁
リーダーシップ・スタイルが市場志向、ひいては事業成果に及ぼす影響 : 日本の上場企業を対象とした定量的研究,"岩下 仁,岩下 仁"
"両備グループ 代表兼CEO 小嶋光信氏 : 忠恕(ちゅうじょ)(真心からの思いやり)の経営 : 地方に根を張り,人間を中心とした会社を作る","小嶋 光信,小嶋 光信"
ルポ看護の質 : 患者の命は守られるのか,"小林, 美希,小林美希 著"
"連載 ホスピタリストが日本の医療を変える･case 4 市立福知山市民病院-総合内科医は地域基幹病院の,ひいては地域医療の要である",川島 篤志
CO₂削減にも資する保守メンテナンス 設備効率の向上、ひいてはCO₂削減にも資する保守メンテナンス方法を紹介する : 設備保全にDXを取り入れることによる予知保全の確立について,"竹野 俊夫,竹野 俊夫"
HILLTOP株式会社 代表取締役社長 山本勇輝氏 「楽しくなければ仕事じゃない!」を本気で考える経営,"山本 勇輝,山本 勇輝"
"INTERVIEW 『これがベストだ』と思える""主義""が、ひいては企業の資産となる 葛西薫","葛西 薫,葛西 薫"
KeePer技研株式会社 代表取締役社長兼COO 賀来聡介氏 経営理念は「日本に新しい洗車文化を」「愛車を長くきれいにしたい」を解決する,"賀来 聡介,賀来 聡介"
Overexpression of GRK2 in vascular smooth muscle leads to inappropriate hypertension and acute heart failure as in clinical scenario 1,"Yano, Hiroki,Onoue, Kenji,Tokinaga, Shiho,Ioka, Tomoko,Ishihara, Satomi,Hashimoto, Yukihiro,Nakada, Yasuki,Nakagawa, Hitoshi,Ueda, Tomoya,Seno, Ayako,Nishida, Taku,Watanabe, Makoto,Saito, Yoshihiko,Yano, Hiroki,Onoue, Kenji,Tokinaga, Shiho,Ioka, Tomoko,Ishihara, Satomi,Hashimoto, Yukihiro,Nakada, Yasuki,Nakagawa, Hitoshi,Ueda, Tomoya,Seno, Ayako,Nishida, Taku,Watanabe, Makoto,Saito, Yoshihiko"
Overexpression of GRK2 in vascular smooth muscle leads to inappropriate hypertension and acute heart failure as in clinical scenario 1,"Yano, Hiroki,Onoue, Kenji,Tokinaga, Shiho,Ioka, Tomoko,Ishihara, Satomi,Hashimoto, Yukihiro,Nakada, Yasuki,Nakagawa, Hitoshi,Ueda, Tomoya,Seno, Ayako,Nishida, Taku,Watanabe, Makoto,Saito, Yoshihiko,Yano, Hiroki,Onoue, Kenji,Tokinaga, Shiho,Ioka, Tomoko,Ishihara, Satomi,Hashimoto, Yukihiro,Nakada, Yasuki,Nakagawa, Hitoshi,Ueda, Tomoya,Seno, Ayako,Nishida, Taku,Watanabe, Makoto,Saito, Yoshihiko"
"Witherspoon v.Illinois,391 U.S.510(1968)--陪審候補者が一般的に死刑制度に反対である旨あるいは死刑を科すことに良心上ないし宗教上ためらいを感じる旨を表明したことのみを理由に忌避された結果選出された陪審の評決によって科された死刑判決は連邦憲法第6修正ひいては同第14修正に違反する","芝原 邦爾,芝原 邦爾"
"Witherspoon v.Illinois,391 U.S.510(1968)--陪審候補者が一般的に死刑制度に反対である旨あるいは死刑を科すことに良心上ないし宗教上ためらいを感じる旨を表明したことのみを理由に忌避された結果選出された陪審の評決によって科された死刑判決は連邦憲法第6修正ひいては同第14修正に違反する","芝原 邦爾,芝原 邦爾"
